year,state,district,total_votes,D,O,R,dPct,rPct,oPct,ID,INC,IncPct,Open,Challenge,Winner,Dreg,Rreg,Oreg,Dcont,Rcont,Ocont,Midterm?,PVI (0 to 100),PVI (-100 to 100),ID2,PresApprov,PresDisapp,PresApprovDiff,ECI,PresYrsIncumb,PresParty,Pres_Incumbent_SameParty,PrevElectionR%,PrevElectionD%,PrevElectionIncumbParty%,PrevElection2R%,PrevElection2D%,PrevElection2IncumbParty%,PrevPresR%,PrevPresD%,PrevPresImcumb%,PrevPresParty,PrevPresSameAsInc?,YearsIncumbPartyControl,TermsDemControl,TermsRepControl,Age 25 to 44,Age 65 and over,Race White,Race Black or African American,Race American Indian and Alaska Native,Race Asian,Race Native Hawaiian and Other Pacific Islander,Race Some other race,Race Two or more races,Race Hispanic or Latino,Unemployment Rate,Delta unemployment Rate,Median household income,PercentDelta median household income,Percent below poverty level,INC_DW_NOM,Sabato,SabatoNum,PVI2,demoScore
2018,CA,14,NA,NA,NA,NA,NA,NA,NA,2018CA14,D,NA,0,1,NA,NA,NA,NA,450606.68,0,0,1,36.5,-27,2018CA,NA,NA,NA,NA,2,R,0,0.191160823,0.808839177,0.808839177,0.233040108,0.766959892,0.766959892,18.2,76.9,76.9,D,1,14,13,0,28.9,14.7,47,3.1,0.3,32.9,1.4,10.3,5.1,24.1,2.6,-2.4,103850,-0.140674049,3.8,-0.383,D,-5,-27,0.035370132
2018,CA,15,NA,NA,NA,NA,NA,NA,NA,2018CA15,D,NA,0,1,NA,NA,NA,NA,1524671.25,3457.87,7700.56,1,40,-20,2018CA,NA,NA,NA,NA,2,R,0,0.262442286,0.737557714,0.737557714,0.301946734,0.698053266,0.698053266,24.2,69.9,69.9,D,1,10,9,0,29.1,11.9,48.1,6.1,0.5,31.4,1.1,6.7,6,22.9,2.7,-2.2,106291,-0.131525717,5,-0.363,D,-5,-21,0.018198143
2018,CA,16,NA,NA,NA,NA,NA,NA,NA,2018CA16,D,NA,0,1,NA,NA,NA,NA,557259.45,84068.93,0,1,45.5,-9,2018CA,NA,NA,NA,NA,2,R,0,0.421636015,0.578363985,0.578363985,0.492688007,0.507311993,0.507311993,36.4,58,58,D,1,20,19,0,27.2,9.7,57,6,1.1,9.3,0.2,22.4,4,59.8,7.2,-1.2,40207,-0.072524685,25,-0.187,D,-5,-9,0.008273807
2018,CA,17,NA,NA,NA,NA,NA,NA,NA,2018CA17,D,NA,0,1,NA,NA,NA,NA,1368650.62,2754,0,1,37.5,-25,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0,1,1,20.5,73.9,73.9,D,1,15,14,0,33.3,11.6,31.8,2.6,0.4,52.7,0.5,7.6,4.4,16.5,2.9,-1.8,121150,-0.150755262,3.6,-0.605,D,-5,-25,0.000951732
2018,CA,18,NA,NA,NA,NA,NA,NA,NA,2018CA18,D,NA,0,1,NA,NA,NA,NA,787695.28,0,0,1,38.5,-23,2018CA,NA,NA,NA,NA,2,R,0,0.287682093,0.712317907,0.712317907,0.322456794,0.677543206,0.677543206,20.2,73.4,73.4,D,1,19,18,0,27.5,14.4,65.6,1.9,0.3,21.6,0.4,5.4,4.9,16.7,2.3,-1.7,125790,-0.146839971,5.1,-0.382,D,-5,-24,-0.006115503
2018,CA,19,NA,NA,NA,NA,NA,NA,NA,2018CA19,D,NA,0,0,NA,NA,NA,NA,1196604.57,0,0,1,38,-24,2018CA,NA,NA,NA,NA,2,R,0,0.260309856,0.739690144,0.739690144,0,1,1,21.5,72.9,72.9,D,1,4,3,0,29.3,11.3,45.4,3.1,0.6,27.4,0.5,17.8,5.2,40.8,3.8,-2.3,93139,-0.128259913,7.4,-0.401,D,-5,-24,0.024944662
2018,CA,20,NA,NA,NA,NA,NA,NA,NA,2018CA20,D,NA,0,0,NA,NA,NA,NA,#N/A,#N/A,#N/A,1,38.5,-23,2018CA,NA,NA,NA,NA,2,R,0,0.293985204,0.706014796,0.706014796,0,0.751779587,0.751779587,23.2,70.4,70.4,D,1,14,13,0,26.6,12.1,73.3,2,0.7,5.2,0.3,14.3,4.2,52.4,3.3,-2,67419,-0.098073243,9.7,-0.314,D,-5,-23,-0.006892691
2018,CA,21,NA,NA,NA,NA,NA,NA,NA,2018CA21,R,NA,0,1,NA,NA,NA,NA,493094.74,714671.07,0,1,47.5,-5,2018CA,NA,NA,NA,NA,2,R,1,0.579738241,0.420261759,0.579738241,0.578341333,0.421658667,0.578341333,39.7,55.2,39.7,D,0,21,0,20,28.6,8.1,70.4,4.1,1.1,3.1,0.2,18.2,2.8,73.8,6.3,-2.1,41174,-0.078301841,23.9,0.254,Likely R,3,-5,0.048576038
2018,CA,22,NA,NA,NA,NA,NA,NA,NA,2018CA22,R,NA,0,1,NA,NA,NA,NA,1519836.79,3051104.51,0,1,54,8,2018CA,NA,NA,NA,NA,2,R,1,0.682099603,0.317900397,0.682099603,0.720350677,0.279649323,0.720350677,52.1,42.6,52.1,R,1,9,0,8,26.7,11.8,73.5,3.1,1,7.6,0.2,10.5,4,46.7,4.9,-2.2,56524,-0.064167433,15.5,0.448,Likely R,3,7,0.066648324
2018,CA,23,NA,NA,NA,NA,NA,NA,NA,2018CA23,R,NA,0,1,NA,NA,NA,NA,83336.53,3508322.11,0,1,57,14,2018CA,NA,NA,NA,NA,2,R,1,0.700066609,0.299933391,0.700066609,0.748394172,0.251605828,0.748394172,58.1,36.1,58.1,R,1,4,0,3,26.8,11.8,74.6,6.5,1.1,5.1,0.2,8.6,4,38.2,5.7,-0.7,54437,0.020886529,15.8,0.461,R,5,13,0.038863794
2018,CA,24,NA,NA,NA,NA,NA,NA,NA,2018CA24,D,NA,0,1,NA,NA,NA,NA,639209.81,563739.67,0,1,46.5,-7,2018CA,NA,NA,NA,NA,2,R,0,0.467536915,0.532463085,0.532463085,0.480728795,0.519271205,0.519271205,36.5,56.7,56.7,D,1,4,3,0,23.8,15.3,78.6,2,0.9,4.7,0.1,9.8,3.9,35.6,3.2,-1.4,68929,-0.096519607,6.9,-0.304,Likely D,-3,-8,0.042406817
2018,CA,25,NA,NA,NA,NA,NA,NA,NA,2018CA25,R,NA,0,1,NA,NA,NA,NA,2380576.04,372046.97,0,1,50,0,2018CA,NA,NA,NA,NA,2,R,1,0.541987081,0.458012919,0.541987081,1,0,1,43.6,50.3,43.6,D,0,14,0,13,25.4,10.6,64.7,7.8,0.6,8.1,0.2,13.2,5.4,37.8,4,-2.2,75367,-0.04013693,9.6,0.401,R Toss-up,1,-1,0.013542134
2018,CA,26,NA,NA,NA,NA,NA,NA,NA,2018CA26,D,NA,0,1,NA,NA,NA,NA,502222.15,248219.65,0,1,46.5,-7,2018CA,NA,NA,NA,NA,2,R,0,0.401362902,0.598637098,0.598637098,0.486683664,0.513316336,0.513316336,36,57.9,57.9,D,1,4,3,0,25.5,13.8,79.4,1.8,0.7,6.8,0.2,6.8,4.2,44.7,3.3,-2.5,76914,-0.011857399,6.5,-0.287,D,-5,-8,0.083058029
2018,CA,27,NA,NA,NA,NA,NA,NA,NA,2018CA27,D,NA,0,0,NA,NA,NA,NA,518692.07,504.2,0,1,42,-16,2018CA,NA,NA,NA,NA,2,R,0,0.335116086,0.664883914,0.664883914,0.40642734,0.59357266,0.59357266,28.4,66,66,D,1,10,9,0,26.8,16.5,40.8,4.6,0.3,37.9,0.2,12.5,3.6,27.7,3,-1.8,71223,-0.034651728,9.7,-0.489,D,-5,-17,0.045940055
2018,CA,28,NA,NA,NA,NA,NA,NA,NA,2018CA28,D,NA,0,1,NA,NA,NA,NA,2131684.99,11548.1,40502.82,1,38.5,-23,2018CA,NA,NA,NA,NA,2,R,0,0.220763928,0.779236072,0.779236072,0,0.764950442,0.764950442,22.3,72.1,72.1,D,1,9,8,0,34.4,14.5,67.2,2.8,0.3,13.4,0.1,12.2,4,25.9,5,-1.4,63940,-0.122568033,9.3,-0.348,D,-5,-23,0.11352696
2018,CA,29,NA,NA,NA,NA,NA,NA,NA,2018CA29,D,NA,0,1,NA,NA,NA,NA,990535.4,2734,0,1,35.5,-29,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0.253868724,0.746131276,0.746131276,16.8,77.7,77.7,D,1,20,19,0,31.2,9.5,58.1,3.9,0.6,7.8,0.1,27,2.5,68.7,4.4,-3.2,50655,-0.070713651,16.1,-0.376,D,-5,-29,0.090377565
2018,CA,30,NA,NA,NA,NA,NA,NA,NA,2018CA30,D,NA,0,1,NA,NA,NA,NA,#N/A,#N/A,#N/A,1,41,-18,2018CA,NA,NA,NA,NA,2,R,0,0.275608022,0.724391978,0.724391978,0.343600009,0.656399991,0.656399991,25.7,69.1,69.1,D,1,20,19,0,29.4,14.3,66.5,4.8,0.3,12.5,0.2,11.2,4.6,28.8,4.4,-1.4,76778,-0.078512074,8.5,-0.341,D,-5,-19,0.074978557
2018,CA,31,NA,NA,NA,NA,NA,NA,NA,2018CA31,D,NA,0,1,NA,NA,NA,NA,940254.32,421623.64,0,1,46,-8,2018CA,NA,NA,NA,NA,2,R,0,0.443266647,0.556733353,0.556733353,0.482662551,0.517337449,0.517337449,36.6,57.7,57.7,D,1,3,2,0,28.2,9.9,61.5,10.6,0.7,7.8,0.3,14.3,4.8,52.2,5.2,-2.3,58668,-0.084679894,14.6,-0.287,D,-5,-9,0.065066385
2018,CA,32,NA,NA,NA,NA,NA,NA,NA,2018CA32,D,NA,0,0,NA,NA,NA,NA,183894.31,0,0,1,41.5,-17,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0.403442883,0.596557117,0.596557117,27.7,66.6,66.6,D,1,20,19,0,27.5,12.7,47.6,2.9,0.7,17.5,0.2,27.7,3.5,62,3.9,-2.9,67101,-0.112412632,9.9,-0.447,D,-5,-17,0.0254574
2018,CA,33,NA,NA,NA,NA,NA,NA,NA,2018CA33,D,NA,0,1,NA,NA,NA,NA,678545.65,17849.03,0,1,42,-16,2018CA,NA,NA,NA,NA,2,R,0,0.337445908,0.662554092,0.662554092,0.408127585,0.591872415,0.591872415,26.5,67.8,67.8,D,1,14,13,0,27.9,16.3,74.1,2.9,0.3,14,0.2,3.2,5.3,12.6,3.5,-1.3,101956,-0.054513712,4.4,-0.363,D,-5,-17,0.125850854
2018,CA,34,NA,NA,NA,NA,NA,NA,NA,2018CA34,D,NA,0,0,NA,NA,NA,NA,5152798.12,0,95832.22,1,32.5,-35,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0,1,1,10.7,83.6,83.6,D,1,19,18,0,34,10.7,39.6,4.4,0.9,19.6,0.2,32.6,2.7,64.3,4.3,-3.1,40847,-0.122677308,20.5,-0.628,D,-5,-35,0.095144701
2018,CA,35,NA,NA,NA,NA,NA,NA,NA,2018CA35,D,NA,0,1,NA,NA,NA,NA,419391.08,1888.87,0,1,40.5,-19,2018CA,NA,NA,NA,NA,2,R,0,0.282362248,0.717637752,0.717637752,0,1,1,26.9,67.7,67.7,D,1,14,13,0,29.5,8.4,50.4,6.8,0.9,6.6,0.4,30.6,4.2,70,5.4,-2.4,57159,-0.042180584,13.5,-0.361,D,-5,-19,0.040238401
2018,CA,36,NA,NA,NA,NA,NA,NA,NA,2018CA36,D,NA,0,1,NA,NA,NA,NA,1024569.59,255236.65,0,1,49,-2,2018CA,NA,NA,NA,NA,2,R,0,0.38573439,0.61426561,0.61426561,0.458159074,0.541840926,0.541840926,43.4,52.2,52.2,D,1,10,9,0,23.7,20,68,4.3,1.2,3.2,0.2,19.7,3.6,48.7,4.9,-2.6,44567,0.016334956,15.4,-0.237,D,-5,-2,0.059815788
2018,CA,37,NA,NA,NA,NA,NA,NA,NA,2018CA37,D,NA,0,1,NA,NA,NA,NA,511905.3,2335.25,0,1,31.5,-37,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0.157186646,0.842813354,0.842813354,9.6,85.7,85.7,D,1,14,13,0,32.7,12.2,41.8,23.5,0.8,10.2,0.1,19.5,4,38.2,4.2,-2.5,55190,-0.090578003,14.5,-0.585,D,-5,-37,0.067482951
2018,CA,38,NA,NA,NA,NA,NA,NA,NA,2018CA38,D,NA,0,1,NA,NA,NA,NA,1077013.74,0,0,1,41.5,-17,2018CA,NA,NA,NA,NA,2,R,0,0.302598121,0.697401879,0.697401879,0.409098294,0.590901706,0.590901706,27.4,67,67,D,1,9,8,0,27.2,13.5,51.3,4,0.7,15.4,0.3,24.9,3.5,62,3.7,-1.4,66421,-0.06893904,8.6,-0.508,D,-5,-18,0.034626252
2018,CA,39,NA,NA,NA,NA,NA,NA,NA,2018CA39,R,NA,1,1,NA,NA,NA,NA,9519966.13,1548013.52,5344.83,1,50,0,2018CA,NA,NA,NA,NA,2,R,1,0.577436627,0.422563373,0.577436627,0.685449428,0.314550572,0.685449428,42.9,51.5,42.9,D,0,4,0,3,26.4,13.6,53.2,2.2,0.4,30.1,0.2,9.7,4.1,33.5,3.4,-1.8,85188,-0.063084002,6.9,0.661,R Toss-up,1,-1,-0.009368467
2018,CA,40,NA,NA,NA,NA,NA,NA,NA,2018CA40,D,NA,0,0,NA,NA,NA,NA,#N/A,#N/A,#N/A,1,33.5,-33,2018CA,NA,NA,NA,NA,2,R,0,0,0.718698185,0.718698185,0,1,1,12.8,82.2,82.2,D,1,4,3,0,29.6,7.9,54.8,4.9,0.6,2.4,0.2,35.3,1.8,87.6,5.1,-2,42902,-0.058668594,19.6,-0.47,D,-5,-33,-0.007436779
2018,CA,41,NA,NA,NA,NA,NA,NA,NA,2018CA41,D,NA,0,1,NA,NA,NA,NA,626934.84,158710.16,0,1,44,-12,2018CA,NA,NA,NA,NA,2,R,0,0.356381797,0.643618203,0.643618203,0.433569808,0.566430192,0.566430192,33.1,61,61,D,1,4,3,0,27.8,9,54,9.4,0.8,5.4,0.3,26.1,4,58.6,5.4,-3.3,62069,-0.115226603,12.9,-0.468,D,-5,-12,0.04137195
2018,CA,42,NA,NA,NA,NA,NA,NA,NA,2018CA42,R,NA,0,1,NA,NA,NA,NA,186492.74,886683.86,33417.6,1,54.5,9,2018CA,NA,NA,NA,NA,2,R,1,0.590264008,0.409735992,0.590264008,0.657377194,0.342622806,0.657377194,53.4,41.4,53.4,R,1,9,0,8,27.4,11.1,66.8,5.4,0.7,9.1,0.4,12.3,5.4,38,4.4,-2.9,76504,-0.054637666,8.2,0.349,R,5,8,0.026622318
2018,CA,43,NA,NA,NA,NA,NA,NA,NA,2018CA43,D,NA,0,1,NA,NA,NA,NA,383858.04,290624.67,0,1,35.5,-29,2018CA,NA,NA,NA,NA,2,R,0,0.244075551,0.755924449,0.755924449,0.290431967,0.709568033,0.709568033,16.7,78.4,78.4,D,1,9,8,0,29.4,11.2,35.5,22.9,0.5,12.6,0.5,22.8,5.2,46.8,4.3,-2.9,54614,-0.106804116,13.9,-0.656,D,-5,-29,0.041613634
2018,CA,44,NA,NA,NA,NA,NA,NA,NA,2018CA44,D,NA,0,1,NA,NA,NA,NA,513209.17,39151.84,0,1,32.5,-35,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0,0.86651564,0.86651564,12.3,83,83,D,1,4,3,0,27.9,9.3,45.2,15.9,1,5.7,0.6,27.9,3.7,70,5.2,-3.3,50890,-0.087286304,18.1,-0.505,D,-5,-35,0.002389407
2018,CA,45,NA,NA,NA,NA,NA,NA,NA,2018CA45,R,NA,0,1,NA,NA,NA,NA,3594997.79,1348274.59,13686.15,1,51.5,3,2018CA,NA,NA,NA,NA,2,R,1,0.589637331,0.410362669,0.589637331,0.651207474,0.348792526,0.651207474,44.4,49.8,44.4,D,0,19,0,18,26.6,14,63.2,1.9,0.3,23.5,0.2,6.4,4.5,18.4,3.2,-1,97356,-0.051131928,5.2,0.429,Leans R,2,1,-0.052923955
2018,CA,46,NA,NA,NA,NA,NA,NA,NA,2018CA46,D,NA,0,1,NA,NA,NA,NA,312470.33,0,0,1,42.5,-15,2018CA,NA,NA,NA,NA,2,R,0,0,1,1,0.403012663,0.596987337,0.596987337,27.9,66.3,66.3,D,1,4,3,0,30.9,8.9,59.5,1.6,0.5,12.5,0.3,23.2,2.3,66.4,3.7,-2.2,61304,-0.100026099,12.1,-0.269,D,-5,-16,-0.035202605
2018,CA,47,NA,NA,NA,NA,NA,NA,NA,2018CA47,D,NA,0,1,NA,NA,NA,NA,342023.41,25677.13,0,1,43.5,-13,2018CA,NA,NA,NA,NA,2,R,0,0.374910759,0.625089241,0.625089241,0.440105348,0.559894652,0.559894652,31,62.6,62.6,D,1,9,8,0,28.4,12.2,55,7.4,1,21.8,0.7,9.2,4.9,35.3,3.8,-2,65450,-0.103529412,10.7,-0.446,D,-5,-14,-0.048706933
2018,CA,48,NA,NA,NA,NA,NA,NA,NA,2018CA48,R,NA,0,1,NA,NA,NA,NA,4113880.7,2693989.82,22085.55,1,52,4,2018CA,NA,NA,NA,NA,2,R,1,0.585073122,0.414926878,0.585073122,0.641219715,0.358780285,0.641219715,46.2,47.9,46.2,D,0,14,0,13,27.1,15.9,67.6,1.2,0.4,17.9,0.3,8.4,4.1,21.3,2.9,-2,88903,-0.081245852,5.9,0.628,R Toss-up,1,3,-0.025157743
2018,CA,49,NA,NA,NA,NA,NA,NA,NA,2018CA49,R,NA,1,1,NA,NA,NA,NA,8245883.6,1387483.92,24688.42,1,50.5,1,2018CA,NA,NA,NA,NA,2,R,1,0.510108983,0.489891017,0.510108983,0.601690552,0.398309448,0.601690552,43.2,50.7,43.2,D,0,9,0,8,26.5,13.8,79,2.7,0.5,6.6,0.4,6.6,4.2,26,2.6,-1.7,80877,-0.073704514,5.8,0.506,Leans D,-2,0,-0.002322557
2018,CA,50,NA,NA,NA,NA,NA,NA,NA,2018CA50,R,NA,0,1,NA,NA,NA,NA,#N/A,#N/A,#N/A,1,55.5,11,2018CA,NA,NA,NA,NA,2,R,1,0.638909631,0.361090369,0.638909631,0.712000712,0.287999288,0.712000712,54.6,39.6,54.6,R,1,9,0,8,26.2,13.5,78.3,2.8,1.1,5.5,0.4,6.6,5.3,30.6,4,-1.5,71692,-0.128661496,8.9,0.512,R,5,10,-0.034878148
2018,CA,51,NA,NA,NA,NA,NA,NA,NA,2018CA51,D,NA,0,1,NA,NA,NA,NA,559884.46,49285.44,17762.85,1,39,-22,2018CA,NA,NA,NA,NA,2,R,0,0.281489103,0.718510897,0.718510897,0.312104942,0.687895058,0.687895058,22.8,71.8,71.8,D,1,9,8,0,28,10.8,64.8,6.7,0.7,8.3,0.3,15.2,4,70.1,6.4,-1.8,46639,-0.113252857,17.8,-0.394,D,-5,-22,0.01355319
2018,CA,52,NA,NA,NA,NA,NA,NA,NA,2018CA52,D,NA,0,1,NA,NA,NA,NA,669149.48,781282.71,0,1,47,-6,2018CA,NA,NA,NA,NA,2,R,0,0.43621048,0.56378952,0.56378952,0.484131293,0.515868707,0.515868707,35.6,58.1,58.1,D,1,4,3,0,31,13.4,69.4,3,0.5,19.7,0.3,2,5,14.2,3,-1.1,90854,-0.074845356,5.1,-0.174,D,-5,-8,-0.04102154
2018,CA,53,NA,NA,NA,NA,NA,NA,NA,2018CA53,D,NA,0,1,NA,NA,NA,NA,271961.08,10195.5,35338,1,43,-14,2018CA,NA,NA,NA,NA,2,R,0,0.33858464,0.66141536,0.66141536,0.411634379,0.588365621,0.588365621,29.6,64.5,64.5,D,1,20,19,0,32.1,12.1,65.3,8.2,0.5,13.4,0.8,5.8,6,33.5,4.4,-1.4,69314,-0.084485097,6.7,-0.343,D,-5,-15,0.002535343
2018,CO,1,NA,NA,NA,NA,NA,NA,NA,2018CO1,D,NA,0,1,NA,NA,NA,NA,628516.01,4301.15,0,1,39.5,-21,2018CO,NA,NA,NA,NA,2,R,0,0.284200224,0.678117644,0.678117644,0.289708216,0.658114717,0.658114717,23.2,69,69,D,1,20,19,0,36,11.1,78.7,8.5,0.9,3.4,0.1,5.1,3.4,27.9,2.9,-1.6,62718,-0.107991326,9,-0.432,D,-5,-22,-0.000338793
2018,CO,2,NA,NA,NA,NA,NA,NA,NA,2018CO2,D,NA,1,1,NA,NA,NA,NA,278495.07,0,11420,1,45.5,-9,2018CO,NA,NA,NA,NA,2,R,0,0.374031802,0.567711877,0.567711877,0.432568761,0.567431239,0.567431239,34.9,56.2,56.2,D,1,20,19,0,26.3,13,90.4,0.9,0.4,3.1,0.1,2.2,2.9,10.4,3.2,-0.9,75659,-0.083995295,3.9,-0.279,D,-5,-10,-0.021493773
2018,CO,3,NA,NA,NA,NA,NA,NA,NA,2018CO3,R,NA,0,1,NA,NA,NA,NA,262866.06,212183.59,86.78,1,53,6,2018CO,NA,NA,NA,NA,2,R,1,0.545672961,0.406002724,0.545672961,0.579819379,0.356988131,0.579819379,52,40,52,R,1,5,0,4,24.7,16.2,88.3,1,2.2,0.7,0.1,5.1,2.6,24.4,3.9,-1.4,50817,-0.035499931,10.4,0.454,Likely R,3,6,0.013583293
2018,CO,4,NA,NA,NA,NA,NA,NA,NA,2018CO4,R,NA,0,1,NA,NA,NA,NA,181760.17,287570.27,0,1,56.5,13,2018CO,NA,NA,NA,NA,2,R,1,0.637679016,0.314975251,0.637679016,0.646727654,0.292233698,0.646727654,57.4,34.3,57.4,R,1,5,0,4,26.2,12.4,89.4,1.4,0.8,1.8,0.1,3.8,2.8,21.7,3,-1.3,67878,-0.027225316,6.6,0.747,R,5,12,-0.010315339
2018,CO,5,NA,NA,NA,NA,NA,NA,NA,2018CO5,R,NA,0,1,NA,NA,NA,NA,74304.37,591168.29,0,1,57,14,2018CO,NA,NA,NA,NA,2,R,1,0.623961557,0.307735731,0.623961557,0.597979875,0.402020125,0.597979875,57.2,33.2,57.2,R,1,21,0,20,27.2,12.6,81.8,5.7,0.6,2.4,0.3,4,5.1,15.4,3.5,-1.6,62372,-0.092188803,7.8,0.69,R,5,13,-0.018751524
2018,CO,6,NA,NA,NA,NA,NA,NA,NA,2018CO6,R,NA,0,1,NA,NA,NA,NA,700198.43,595212.42,0,1,49,-2,2018CO,NA,NA,NA,NA,2,R,1,0.513015067,0.424137911,0.513015067,0.518980611,0.429919693,0.518980611,41.3,50.2,41.3,D,0,19,0,18,28.9,11,74.2,9.2,0.6,5.8,0.2,5.9,4.1,19.8,2.8,-2,76451,-0.08557115,5.3,0.498,R Toss-up,1,-3,-0.009607405
2018,CO,7,NA,NA,NA,NA,NA,NA,NA,2018CO7,D,NA,1,1,NA,NA,NA,NA,475971.79,2452.8,0,1,47,-6,2018CO,NA,NA,NA,NA,2,R,0,0.400390118,0.552393053,0.552393053,0.449270462,0.550729538,0.550729538,39.4,51.4,51.4,D,1,7,6,0,29.2,12.4,87.8,1.6,1.1,3.2,0.1,3.2,3.1,28.3,2.9,-2,66063,-0.078546236,6.5,-0.281,D,-5,-6,-0.021668898
2018,CT,1,NA,NA,NA,NA,NA,NA,NA,2018CT1,D,NA,0,1,NA,NA,NA,NA,942401.59,0,0,1,44,-12,2018CT,NA,NA,NA,NA,2,R,0,0.343332114,0.635968597,0.635968597,0.360788687,0.584860543,0.584860543,36.3,59.4,59.4,D,1,20,19,0,25.4,15.9,70.6,15.2,0.3,4.9,0,5.5,3.5,16,4,-2.4,70215,-0.05505946,7.9,-0.4,D,-5,-11,0.066378762
2018,CT,2,NA,NA,NA,NA,NA,NA,NA,2018CT2,D,NA,0,1,NA,NA,NA,NA,343271.65,0,0,1,48.5,-3,2018CT,NA,NA,NA,NA,2,R,0,0.338636012,0.62996064,0.62996064,0.354647796,0.576012565,0.576012565,45.8,48.7,48.7,D,1,7,6,0,22.9,15.9,86.6,3.9,0.4,3.3,0,2.3,3.5,7.9,4,-1.1,74784,-0.044474754,5.5,-0.344,D,-5,-2,-0.010894615
2018,CT,3,NA,NA,NA,NA,NA,NA,NA,2018CT3,D,NA,0,1,NA,NA,NA,NA,642992.04,0,0,1,45.5,-9,2018CT,NA,NA,NA,NA,2,R,0,0.313438722,0.686561278,0.686561278,0.330829431,0.619270359,0.619270359,40.4,55.9,55.9,D,1,19,18,0,25.7,15.5,73.9,13.7,0.2,4.3,0,5.2,2.7,14.5,4.4,-1.7,67774,-0.071340042,7.8,-0.416,D,-5,-8,-0.010619959
2018,CT,4,NA,NA,NA,NA,NA,NA,NA,2018CT4,D,NA,0,1,NA,NA,NA,NA,634083.31,53863.95,0,1,46.5,-7,2018CT,NA,NA,NA,NA,2,R,0,0.399375884,0.600624116,0.600624116,0.443707243,0.510065392,0.510065392,36.6,59.6,59.6,D,1,6,5,0,24.5,14.1,73.1,12.5,0.2,5.2,0,6.2,2.7,18.9,5,-1.4,94862,-0.085271236,6.3,-0.241,D,-5,-8,-0.01283777
2018,CT,5,NA,NA,NA,NA,NA,NA,NA,2018CT5,D,NA,1,1,NA,NA,NA,NA,3004.57,17745.45,0,1,49,-2,2018CT,NA,NA,NA,NA,2,R,0,0.420521831,0.579478169,0.579478169,0.433209408,0.498150501,0.498150501,45.8,49.9,49.9,D,1,7,6,0,23.8,15.8,81.6,6.5,0.1,3.6,0,5.5,2.5,17.5,3.8,-1.9,68904,-0.015949727,6.8,-0.311,Likely D,-3,-1,0.008122783
2018,DE,1,NA,NA,NA,NA,NA,NA,NA,2018DE1,D,NA,0,1,NA,NA,NA,NA,516698.35,0,0,1,47,-6,2018DE,NA,NA,NA,NA,2,R,0,0.409635919,0.555268395,0.555268395,0.367615503,0.592577401,0.592577401,41.9,53.4,53.4,D,1,5,4,0,24.9,16.4,69.2,21.7,0.4,3.7,0,2.2,2.8,8.8,3.5,-1.4,61757,-0.020208236,8.1,-0.328,D,-5,-5,0.004501659
2018,FL,1,NA,NA,NA,NA,NA,NA,NA,2018FL1,R,NA,0,1,NA,NA,NA,NA,117973.1,291746,0,1,61,22,2018FL,NA,NA,NA,NA,2,R,1,0.691229959,0.308770041,0.691229959,0.70146977,0.23359947,0.70146977,67.5,28.2,67.5,R,1,13,0,12,25.6,15.5,77.1,13.3,0.5,2.5,0.1,2,4.5,6.1,3.3,-1.5,53006,-0.04412708,7.5,0.744,R,5,22,-0.025062499
2018,FL,2,NA,NA,NA,NA,NA,NA,NA,2018FL2,R,NA,0,1,NA,NA,NA,NA,81873.74,542542.76,0,1,59,18,2018FL,NA,NA,NA,NA,2,R,1,0.673354375,0.2992725,0.673354375,0.493482264,0.504828249,0.493482264,66.2,30.6,66.2,R,1,2,0,1,24.3,18.4,81.8,13,0.5,1.7,0.1,0.7,2.3,6.1,3.4,-2.5,46062,-0.04652425,11.1,0.525,R,5,19,-0.00216891
2018,FL,3,NA,NA,NA,NA,NA,NA,NA,2018FL3,R,NA,0,1,NA,NA,NA,NA,30455.33,274979.95,0,1,54.5,9,2018FL,NA,NA,NA,NA,2,R,1,0.566105329,0.397460946,0.566105329,0.64984769,0.323020511,0.64984769,56.2,40.2,56.2,R,1,4,0,3,24.8,15.3,76,16.1,0.3,3.4,0.1,1.2,3,8.9,3.2,-2.3,45970,-0.002001305,11.3,0.697,R,5,9,0.000402908
2018,FL,4,NA,NA,NA,NA,NA,NA,NA,2018FL4,R,NA,0,1,NA,NA,NA,NA,7539.6,174481.75,520.28,1,58.5,17,2018FL,NA,NA,NA,NA,2,R,1,0.702296562,0.275629142,0.702296562,0.782770745,0,0.782770745,62.1,34.1,62.1,R,1,16,0,15,27.5,15.1,82.3,9,0.2,4.3,0.1,0.9,3.1,7.7,2.5,-2.8,68229,-0.180172654,5.6,0.361,R,5,17,-0.00559178
